Housing_own,Housing_own,Purpose_radio/TV,Age,Checking account_little,Saving accounts_rich,Sex,Saving accounts_quite rich,Checking account_rich,Job,Purpose_business,Purpose_education,Saving accounts_little,Housing_free,Housing_rent,Checking account_moderate,Credit amount,Duration
False,False,False,39,True,False,1,False,False,2,False,False,True,True,False,False,10297,48
False,False,False,21,True,False,1,False,False,2,False,True,True,False,True,False,902,12
True,True,False,23,True,False,0,False,False,2,False,True,True,False,False,False,448,6
True,True,False,30,True,True,0,False,False,2,False,False,False,False,False,False,960,15
True,True,True,36,False,False,1,False,False,2,False,False,True,False,False,True,2337,36
True,True,False,21,True,False,1,False,False,1,False,False,True,False,False,False,1289,12
True,True,False,44,True,False,1,False,False,1,False,False,True,False,False,False,4716,6
False,False,False,57,True,True,0,False,False,2,False,False,False,False,True,False,3622,30
True,True,True,21,True,False,1,False,False,2,False,False,True,False,False,False,15653,60
True,True,False,38,False,False,1,False,False,1,False,False,True,False,False,True,1308,15
True,True,False,22,False,False,1,False,False,2,False,False,True,False,False,True,3832,30
True,True,False,37,True,False,1,False,False,2,False,False,True,False,False,False,3535,36
True,True,True,28,True,False,1,False,False,2,False,False,True,False,False,False,2284,24
True,True,False,26,False,False,1,False,True,2,False,False,True,False,False,False,1330,12
True,True,False,32,False,False,1,False,False,2,False,True,True,False,False,True,2273,36
True,True,False,24,True,False,1,False,False,1,False,False,True,False,False,False,3763,21
True,True,True,26,True,False,1,False,False,2,False,False,False,False,False,False,1311,24
True,True,True,29,False,False,1,False,False,2,False,False,True,False,False,True,1103,12
True,True,True,50,False,False,1,False,False,2,False,False,True,False,False,True,1537,15
True,True,False,27,True,False,1,False,False,1,False,False,True,False,False,False,2708,15
True,True,False,33,True,True,1,False,False,2,False,False,False,False,False,False,1543,6
True,True,False,55,False,False,0,False,True,3,False,False,True,False,False,False,1424,12
True,True,False,45,True,False,1,False,False,2,False,False,True,False,False,False,10875,36
False,False,False,37,True,False,0,True,False,2,False,False,False,False,True,False,1402,12
False,False,False,36,False,False,1,False,False,3,False,False,True,True,False,True,12169,48
False,False,False,22,True,False,1,False,False,2,False,False,True,True,False,False,3973,14
True,True,False,42,True,False,1,False,False,2,False,False,True,False,False,False,2577,12
True,True,True,43,True,True,0,False,False,1,False,False,False,False,False,False,1516,24
False,False,False,61,False,False,1,False,False,2,False,True,True,True,False,True,1239,18
True,True,False,30,True,False,1,False,False,3,False,False,True,False,False,False,3959,36
False,False,False,32,True,False,1,True,False,2,False,False,False,False,True,False,3062,24
False,False,True,25,False,False,1,True,False,2,False,False,False,False,True,True,3213,18
True,True,True,49,False,False,1,False,True,1,False,False,True,False,False,False,1445,18
True,True,True,27,True,False,1,False,False,2,False,False,True,False,False,False,1053,15
True,True,False,43,True,False,1,False,False,3,False,False,True,False,False,False,15857,36
True,True,False,36,True,True,0,False,False,1,True,False,False,False,False,False,1572,21
True,True,True,27,False,False,0,False,False,2,False,False,True,False,False,True,2930,12
True,True,False,46,False,False,1,False,True,2,False,False,True,False,False,False,1343,6
False,False,False,28,False,False,1,False,False,2,False,False,True,False,True,True,3617,12
True,True,False,35,False,False,1,False,False,0,False,False,True,False,False,True,1549,9
True,True,False,36,False,False,1,False,False,2,False,False,True,False,False,True,2181,30
False,False,False,55,False,False,1,False,False,3,False,False,True,True,False,True,9283,42
True,True,True,25,True,False,0,False,False,2,False,False,True,False,False,False,3509,18
True,True,False,48,True,False,1,False,False,2,False,False,True,False,False,False,2134,9
True,True,True,29,True,False,1,False,False,2,False,False,True,False,False,False,1169,18
True,True,False,31,False,False,1,False,False,1,False,True,True,False,False,True,1410,12
True,True,False,36,True,False,0,False,False,2,False,False,True,False,False,False,1028,18
True,True,False,32,True,False,1,True,False,2,False,False,False,False,False,False,2978,6
True,True,True,38,True,False,1,False,False,2,False,False,True,False,False,False,804,12
True,True,True,26,True,False,0,False,False,2,False,False,True,False,False,False,3181,24
True,True,False,40,True,False,0,True,False,2,False,False,False,False,False,False,7678,36
False,False,False,21,True,False,0,False,False,2,False,False,True,False,True,False,1049,18
True,True,False,25,True,False,1,False,False,2,True,False,True,False,False,False,8072,30
True,True,True,30,True,False,1,True,False,3,False,False,False,False,False,False,2333,30
True,True,False,27,True,False,0,False,False,2,True,False,True,False,False,False,1185,12
True,True,False,41,True,True,0,False,False,1,False,False,False,False,False,False,250,6
True,True,False,40,False,True,0,False,False,2,False,False,False,False,False,True,1322,11
False,False,True,23,True,False,1,False,False,1,False,False,True,False,True,False,1936,18
False,False,False,33,True,False,0,False,False,1,False,False,True,False,True,False,2186,15
True,True,False,52,True,False,1,True,False,2,False,True,False,False,False,False,936,9
False,False,False,29,False,True,0,False,False,2,False,False,False,False,True,True,7758,24
True,True,True,45,True,False,1,True,False,1,False,False,False,False,False,False,1750,6
True,True,False,26,True,False,0,False,False,2,False,False,True,False,False,False,763,12
True,True,False,26,True,False,1,False,False,2,False,False,True,False,False,False,5248,21
False,False,False,63,True,False,1,False,False,3,False,False,True,True,False,False,13756,60
True,True,True,31,False,False,1,False,True,2,False,False,True,False,False,False,3148,24
True,True,False,36,True,False,1,True,False,2,False,False,False,False,False,False,4042,42
False,False,False,24,False,False,0,False,False,2,False,True,True,True,False,True,5743,24
True,True,False,24,False,False,0,False,False,2,False,False,True,False,False,True,8487,48
True,True,False,48,False,False,1,False,False,3,True,False,True,False,False,True,12204,48
False,False,True,35,True,False,1,False,False,2,False,False,True,True,False,False,1471,15
True,True,False,38,True,True,1,False,False,3,False,False,False,False,False,False,5711,36
False,False,False,36,False,False,1,False,False,3,False,False,True,False,True,True,7057,20
False,False,False,23,False,False,0,False,True,2,False,True,True,False,True,False,392,15
True,True,False,35,True,False,1,False,False,3,False,False,True,False,False,False,2670,24
True,True,True,25,False,False,0,False,False,2,False,False,True,False,False,True,1206,9
True,True,False,34,True,False,1,False,False,3,False,False,False,False,False,False,1591,21
True,True,True,46,True,True,1,False,False,2,False,False,False,False,False,False,1582,18
False,False,False,28,True,True,0,False,False,2,False,False,False,False,True,False,2603,24
False,False,True,40,True,False,1,False,False,2,False,False,True,False,True,False,1386,15
True,True,False,40,False,False,1,False,False,3,False,False,True,False,False,True,7374,18
True,True,False,64,True,False,1,False,False,1,False,True,True,False,False,False,3832,9
True,True,False,28,True,False,1,False,False,2,False,False,True,False,False,False,5371,36
True,True,False,25,True,False,1,False,False,2,False,False,True,False,False,False,2136,9
False,False,False,30,False,False,1,False,False,2,False,False,True,False,True,True,2002,12
False,False,True,31,True,False,1,False,False,3,False,False,True,False,True,False,1963,12
True,True,False,49,False,False,1,False,False,1,False,False,True,False,False,True,3124,12
True,True,True,35,True,False,1,False,False,2,False,False,False,False,False,False,2141,12
False,False,False,38,True,False,1,False,False,3,False,False,True,True,False,False,10623,30
True,True,False,37,True,True,0,False,False,2,False,False,False,False,False,False,1287,24
False,False,True,48,False,False,0,False,False,1,False,False,True,False,True,True,1795,18
False,False,True,27,False,False,1,False,False,3,False,False,True,True,False,True,9157,60
False,False,False,26,True,False,0,False,False,2,False,False,True,False,True,False,1388,9
True,True,True,34,True,True,1,False,False,2,False,False,False,False,False,False,2578,24
False,False,False,20,False,False,1,False,True,2,False,False,True,False,True,False,3617,24
True,True,True,64,False,False,0,False,False,2,False,False,True,False,False,True,753,6
True,True,True,25,False,False,0,False,False,2,False,False,True,False,False,True,2991,30
False,False,False,60,True,False,1,False,False,2,False,False,True,True,False,False,2032,24
True,True,False,22,True,False,0,False,False,1,True,False,True,False,False,False,806,15
True,True,False,34,True,False,1,False,False,2,True,False,True,False,False,False,1950,18
True,True,False,65,True,False,1,False,False,0,False,False,True,False,False,False,3394,42
True,True,True,25,True,False,1,False,False,2,False,False,True,False,False,False,1262,12
True,True,False,31,True,False,1,False,False,3,False,False,True,False,False,False,8947,36
True,True,False,41,False,False,1,False,False,2,True,False,False,False,False,True,2503,30
False,False,False,35,False,False,1,False,False,2,False,False,True,False,True,True,1919,9
True,True,False,52,True,False,0,False,False,1,False,False,False,False,False,False,362,6
True,True,False,74,True,False,1,False,False,1,True,False,True,False,False,False,3448,5
False,False,True,46,True,False,1,False,False,1,False,False,True,False,True,False,730,7
True,True,False,28,True,True,1,False,False,2,True,False,False,False,False,False,2142,11
False,False,False,50,True,False,1,True,False,2,False,False,False,False,True,False,1236,6
True,True,False,37,True,False,0,False,False,2,False,False,True,False,False,False,3380,4
True,True,True,40,False,False,1,False,False,1,False,False,True,False,False,True,1155,12
True,True,False,26,False,False,1,False,False,2,False,False,True,False,False,True,1201,24
True,True,False,64,True,False,0,False,False,2,False,False,True,False,False,False,1364,10
True,True,False,30,True,False,1,False,False,2,False,False,True,False,False,False,1224,9
False,False,False,70,False,False,1,False,False,3,False,False,True,True,False,True,7308,10
True,True,False,25,True,False,1,False,False,2,False,False,False,False,False,False,5511,24
True,True,False,47,False,False,1,False,False,2,False,False,True,False,False,True,2353,21
True,True,False,40,True,False,1,False,False,1,False,False,True,False,False,False,1361,6
True,True,False,40,True,False,1,False,False,2,False,False,True,False,False,False,1585,24
True,True,True,51,True,False,1,False,False,2,False,False,True,False,False,False,3342,36
True,True,True,32,True,False,1,True,False,3,False,False,False,False,False,False,629,18
True,True,True,37,True,False,1,False,False,2,False,False,True,False,False,False,10222,48
True,True,True,47,False,False,1,False,True,2,False,False,True,False,False,False,3017,30
True,True,True,36,True,False,1,False,False,3,False,False,True,False,False,False,1278,24
True,True,False,32,True,True,1,False,False,1,False,False,False,False,False,False,4526,27
True,True,True,25,True,False,1,False,False,2,False,False,True,False,False,False,999,24
True,True,False,28,True,False,1,False,False,2,False,False,True,False,False,False,1249,24
True,True,True,23,False,False,0,False,False,1,False,False,True,False,False,True,2101,13
True,True,True,30,True,False,1,False,False,2,False,False,True,False,False,False,707,12
True,True,False,49,True,False,1,False,False,1,False,True,True,False,False,False,2096,12
False,False,False,75,True,False,1,False,False,3,False,False,True,True,False,False,6615,24
True,True,True,47,True,False,1,True,False,2,False,False,False,False,False,False,1213,15
False,False,False,36,True,False,1,False,False,3,False,False,True,True,False,False,5302,18
True,True,False,36,True,False,1,False,False,2,True,False,True,False,False,False,6304,36
True,True,True,32,True,False,1,False,False,2,False,False,True,False,False,False,1552,24
True,True,False,30,True,False,1,False,False,2,False,False,True,False,False,False,4657,15
True,True,True,40,True,False,1,False,False,1,False,False,True,False,False,False,701,12
True,True,False,30,True,False,0,False,False,2,False,False,True,False,False,False,1055,18
True,True,True,24,True,False,0,False,False,2,False,False,True,False,False,False,932,6
True,True,False,41,True,False,1,False,False,3,False,False,True,False,False,False,6313,24
True,True,False,60,False,False,1,False,False,3,False,False,True,False,False,True,6468,20
False,False,False,24,True,False,0,False,False,2,False,False,True,False,True,False,652,12
True,True,False,36,False,False,1,True,False,3,False,False,False,False,False,True,2366,12
True,True,True,33,True,False,1,False,False,2,False,False,True,False,False,False,2051,18
True,True,False,35,True,False,1,False,False,2,False,False,False,False,False,False,4151,24
True,True,True,27,True,False,0,False,False,2,False,False,False,False,False,False,1237,6
True,True,False,26,True,False,1,False,False,1,True,False,False,False,False,False,4272,30
True,True,False,39,True,False,1,False,False,3,False,False,True,False,False,False,1884,12
False,False,False,34,True,False,1,False,False,2,False,False,True,True,False,False,6527,60
True,True,False,43,True,False,1,False,False,2,False,False,False,False,False,False,1203,6
True,True,True,35,True,False,1,True,False,2,False,False,False,False,False,False,1680,12
True,True,True,51,True,False,1,False,False,2,False,False,True,False,False,False,1595,6
True,True,False,28,True,False,0,False,False,2,False,False,True,False,False,False,1817,18
True,True,False,41,False,False,0,False,False,1,True,False,True,False,False,True,5954,42
True,True,False,23,True,False,0,False,False,2,False,False,False,False,False,False,3812,15
False,False,False,54,False,False,0,False,False,2,False,False,True,False,True,True,7432,36
False,False,False,42,False,False,0,False,False,2,False,False,True,False,True,True,1965,24
True,True,False,26,True,False,1,False,False,2,True,False,True,False,False,False,5117,27
True,True,False,23,True,False,0,False,False,2,False,False,True,False,False,False,996,12
True,True,True,26,False,False,1,False,False,1,False,False,True,False,False,True,590,6
True,True,False,36,True,False,1,True,False,2,False,False,False,False,False,False,1262,15
True,True,False,31,False,False,1,False,False,1,False,False,True,False,False,True,1521,10
True,True,False,31,True,False,1,False,False,2,True,False,False,False,False,False,5742,36
False,False,False,36,False,False,1,False,False,3,True,False,False,False,True,True,6967,24
True,True,False,26,True,False,1,False,False,2,False,False,True,False,False,False,2069,10
True,True,True,24,False,False,1,False,True,2,False,False,True,False,False,False,5848,36
True,True,False,33,True,False,1,False,False,2,False,False,True,False,False,False,5150,24
True,True,False,30,False,False,1,False,False,2,False,False,False,False,False,True,5866,18
True,True,False,75,True,False,0,False,False,3,False,False,True,False,False,False,1374,6
False,False,True,23,False,False,0,True,False,0,False,False,False,False,True,True,3758,24
False,False,False,22,True,False,0,False,False,1,False,False,True,False,True,False,1258,12
True,True,True,59,True,False,1,False,False,2,False,False,True,False,False,False,1364,9
True,True,True,53,True,False,1,False,False,2,False,False,True,False,False,False,2424,24
True,True,False,45,True,False,1,False,False,3,False,False,True,False,False,False,6761,6
True,True,True,44,False,False,0,False,False,1,False,False,True,False,False,True,760,8
False,False,False,23,True,False,0,True,False,0,False,False,False,False,True,False,1352,6
True,True,False,24,True,False,1,True,False,2,False,False,False,False,False,False,2569,39
True,True,True,29,True,False,1,False,False,2,False,False,True,False,False,False,2743,28
True,True,False,27,True,False,1,False,False,2,False,False,True,False,False,False,4020,24
False,False,False,23,False,False,0,False,False,1,True,False,False,False,True,True,841,12
True,True,False,27,True,False,1,False,False,2,False,False,True,False,False,False,2613,36
True,True,True,24,False,False,1,False,True,2,False,False,True,False,False,False,3016,12
True,True,False,32,True,False,1,False,False,2,False,False,False,False,False,False,2848,10
True,True,False,39,True,False,1,False,False,1,False,False,True,False,False,False,3398,8
False,False,True,26,True,False,0,False,False,3,False,False,True,False,True,False,4530,30
True,True,True,42,True,False,1,True,False,2,False,False,False,False,False,False,522,12
True,True,False,30,False,False,0,True,False,2,False,False,False,False,False,True,8358,48
True,True,False,31,True,False,1,False,False,2,False,False,True,False,False,False,3378,18
True,True,True,33,True,False,1,False,False,2,False,False,True,False,False,False,1478,15
True,True,True,35,True,False,0,False,False,2,False,False,True,False,False,False,1291,12
True,True,False,63,True,False,1,False,False,2,False,False,True,False,False,False,1520,15
True,True,False,59,True,False,0,False,False,2,False,False,True,False,False,False,5045,15
False,False,False,26,True,False,0,False,False,3,False,False,True,False,True,False,5433,24
False,False,False,24,True,False,0,False,False,1,False,False,True,False,True,False,4811,30
True,True,True,34,False,False,1,False,False,2,False,False,True,False,False,True,2415,7
False,False,True,37,True,False,1,False,False,2,False,False,True,True,False,False,2279,12
True,True,False,32,True,False,1,False,False,2,True,False,True,False,False,False,2978,24
False,False,False,31,False,False,1,False,False,3,False,False,False,True,False,True,7582,48
True,True,True,35,True,False,1,False,False,2,False,False,False,False,False,False,2753,9
True,True,True,39,True,False,1,False,False,2,False,False,True,False,False,False,2522,30
True,True,False,22,False,False,1,False,False,1,False,False,True,False,False,True,454,6
False,False,False,57,True,False,1,False,False,1,True,False,True,False,True,False,1264,12
False,False,False,23,True,False,0,False,False,2,False,False,True,False,True,False,1236,9
True,True,False,33,False,False,1,False,False,3,True,False,True,False,False,True,4439,18
True,True,False,20,True,False,1,False,False,2,False,False,True,False,False,False,1313,9
False,False,False,40,False,False,1,False,True,3,False,True,True,False,True,False,1905,15
True,True,False,35,True,False,0,False,False,3,False,False,True,False,False,False,1393,11
True,True,True,25,True,False,0,False,False,2,False,False,True,False,False,False,2238,18
False,False,False,34,True,False,1,False,False,3,False,False,True,True,False,False,2910,24
True,True,False,38,True,False,1,False,False,3,False,False,True,False,False,False,7814,24
True,True,False,36,True,False,1,False,False,3,False,False,True,False,False,False,3275,21
True,True,False,26,True,False,1,False,False,2,True,False,False,False,False,False,1382,24
True,True,False,24,True,False,0,False,False,2,False,False,True,False,False,False,874,15
True,True,False,35,False,True,1,False,False,1,True,False,False,False,False,True,1941,18
True,True,False,38,True,False,1,False,False,1,False,False,True,False,False,False,708,12
True,True,False,24,True,False,0,False,False,2,False,False,True,False,False,False,2788,15
True,True,False,33,False,False,0,False,False,1,False,False,True,False,False,True,3195,9
True,True,False,28,True,False,1,False,False,1,False,False,True,False,False,False,2993,21
True,True,False,37,False,False,1,False,True,2,False,False,True,False,False,False,1225,10
True,True,True,30,False,False,0,False,False,3,False,False,True,False,False,True,4795,36
True,True,False,27,False,False,1,True,False,2,True,False,False,False,False,True,2326,15
True,True,False,34,False,False,1,False,False,2,True,False,False,False,False,True,2622,18
True,True,True,31,True,False,0,False,False,2,False,False,True,False,False,False,9566,36
True,True,False,28,False,False,0,False,False,2,True,False,True,False,False,True,4221,30
True,True,False,27,False,False,1,False,False,2,False,False,False,False,False,True,1995,12
True,True,False,61,True,False,1,False,False,1,False,False,True,False,False,False,1255,12
True,True,False,54,True,False,1,False,False,2,False,False,True,False,False,False,717,24
True,True,False,51,True,False,0,False,False,2,False,False,False,False,False,False,682,12
True,True,True,24,True,False,1,False,False,2,False,False,True,False,False,False,1800,18
True,True,False,35,True,False,1,False,False,3,False,False,True,False,False,False,3780,18
False,False,False,24,True,False,1,False,False,1,False,False,True,False,True,False,1768,12
True,True,True,41,True,False,1,False,False,2,False,False,True,False,False,False,3160,21
False,False,True,32,True,False,1,False,False,3,False,False,True,True,False,False,1505,18
True,True,False,22,True,False,1,True,False,2,False,False,False,False,False,False,2828,24
True,True,False,27,True,False,1,False,False,1,False,False,True,False,False,False,802,14
True,True,True,36,True,False,1,False,False,2,False,False,False,False,False,False,2872,24
True,True,True,38,True,False,0,False,False,2,False,False,True,False,False,False,1240,12
True,True,False,27,True,False,1,False,False,2,False,False,True,False,False,False,3850,18
True,True,False,40,True,False,1,False,False,1,False,False,True,False,False,False,3939,11
True,True,False,54,True,False,1,False,False,2,False,False,True,False,False,False,2255,24
True,True,False,32,True,False,1,False,False,2,False,False,True,False,False,False,4583,30
True,True,True,49,True,False,1,False,False,2,False,False,True,False,False,False,2331,12
True,True,True,43,True,False,0,False,False,1,False,False,True,False,False,False,1459,15
False,False,False,51,True,False,1,True,False,1,False,False,False,True,False,False,2507,9
True,True,False,50,False,False,0,False,True,1,False,True,True,False,False,False,1047,6
True,True,True,31,True,False,0,False,False,2,False,False,True,False,False,False,1957,6
True,True,True,26,True,False,1,False,False,2,False,False,True,False,False,False,1934,12
True,True,False,23,True,False,0,False,False,2,False,False,True,False,False,False,2288,21
True,True,True,42,False,False,0,False,False,2,False,False,True,False,False,True,5084,24
False,False,False,24,True,False,0,False,False,1,True,False,False,False,True,False,1568,18
True,True,False,63,True,False,1,False,False,2,False,False,True,False,False,False,7596,30
True,True,True,33,False,False,1,False,False,2,False,False,True,False,False,True,6403,24
True,True,False,23,False,False,0,False,True,3,False,False,True,False,False,False,1961,18
False,False,False,35,True,False,0,True,False,2,False,False,False,True,False,False,5324,15
True,True,True,34,True,False,1,False,False,1,False,False,True,False,False,False,1898,6
True,True,True,52,True,False,1,False,False,2,False,False,False,False,False,False,2223,24
True,True,False,40,True,False,1,False,False,3,False,False,True,False,False,False,3857,30
True,True,False,20,False,True,0,False,False,2,False,False,False,False,False,True,1577,11
True,True,False,22,False,False,1,False,False,2,False,False,False,False,False,True,1514,15
True,True,True,27,False,False,1,False,False,1,False,False,True,False,False,True,1082,9
True,True,True,39,True,False,1,False,False,1,False,False,True,False,False,False,426,6
True,True,True,37,True,False,1,True,False,3,False,False,False,False,False,False,12749,48
True,True,False,43,True,False,1,False,False,2,False,False,True,False,False,False,1935,12
False,False,False,35,False,False,1,False,False,3,False,False,True,False,True,True,6948,36
True,True,True,32,True,False,1,False,False,2,False,False,True,False,False,False,4594,18
False,False,False,46,True,False,1,True,False,2,False,True,False,True,False,False,727,10
True,True,False,74,True,False,1,False,False,3,True,False,True,False,False,False,4526,24
True,True,True,29,True,True,0,False,False,2,False,False,False,False,False,False,3357,21
False,False,False,29,True,False,1,False,False,3,False,False,True,True,False,False,6579,24
False,False,True,24,True,False,0,False,False,2,False,False,True,False,True,False,1554,6
True,True,True,23,False,False,1,False,False,2,False,False,True,False,False,True,1444,15
False,False,False,28,True,False,1,False,False,2,False,False,True,True,False,False,3343,15
True,True,False,29,True,False,0,False,False,3,True,False,True,False,False,False,1412,12
True,True,False,43,True,False,1,False,False,2,False,False,True,False,False,False,4042,24
True,True,False,46,True,False,1,False,False,3,False,False,True,False,False,False,6842,24
True,True,True,32,False,False,1,False,False,1,False,False,True,False,False,True,1301,18
True,True,True,23,True,False,0,False,False,2,False,False,True,False,False,False,1498,12
False,False,False,56,False,False,1,False,True,2,False,False,True,True,False,False,4796,42
False,False,True,44,True,False,1,True,False,2,False,False,False,False,True,False,2647,6
True,True,False,27,False,True,1,False,True,0,False,False,False,False,False,False,709,6
True,True,False,26,False,False,1,False,False,2,False,False,True,False,False,True,1424,12
True,True,False,34,False,False,1,False,False,2,True,False,True,False,False,True,2825,24
True,True,False,33,True,False,0,False,False,2,False,True,True,False,False,False,1927,24
True,True,False,34,False,False,1,False,False,3,False,False,True,False,False,True,1860,12
False,False,False,22,True,False,1,False,False,2,False,False,True,True,False,False,3149,24
True,True,False,37,True,False,0,False,False,2,False,False,True,False,False,False,609,6
True,True,False,45,True,False,1,False,False,1,False,False,True,False,False,False,1287,10
True,True,False,33,False,False,0,False,False,2,False,False,True,False,False,True,3244,18
True,True,False,49,True,False,0,False,False,2,False,False,True,False,False,False,428,6
True,True,False,26,True,False,1,False,False,2,False,False,True,False,False,False,4788,48
True,True,False,29,False,False,1,False,False,2,False,False,True,False,False,True,2629,20
True,True,False,27,False,False,1,False,False,2,False,False,False,False,False,True,4576,45
True,True,True,24,True,False,1,False,False,1,False,False,True,False,False,False,2214,12
True,True,True,45,True,False,0,False,False,1,False,False,True,False,False,False,3835,36
True,True,False,30,True,False,1,False,False,3,False,False,True,False,False,False,11054,36
False,False,False,49,True,False,1,False,False,2,False,False,True,True,False,False,2964,24
True,True,False,39,True,False,0,False,False,2,False,False,True,False,False,False,860,6
True,True,True,35,True,False,1,False,False,2,False,False,True,False,False,False,1979,15
True,True,True,28,True,False,1,False,False,2,False,False,True,False,False,False,1413,24
True,True,True,23,False,False,0,False,False,1,False,False,True,False,False,True,3573,12
True,True,False,60,True,True,1,False,False,2,False,False,False,False,False,False,1940,24
True,True,False,37,False,False,0,False,False,2,False,False,True,False,False,True,3612,18
